subject_id,pain_type,pain_label,frame_type,image_name,image_path,eyebrow_distance,left_eye_opening,right_eye_opening,mouth_opening,mouth_width,left_cheek_elevation,right_cheek_elevation,left_eyebrow_angle,right_eyebrow_angle,face_aspect_ratio
S001,Algometer Pain,2,Colour frames,Colour-S001A 13.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 13.jpg,350.2652236101741,19.73440705997732,23.43773828391974,146.94292008912103,191.34119748521297,-112.00875234603882,-126.01217329502106,157.77142587227948,159.62156779508,0.7579582474236023
S001,Algometer Pain,2,Colour frames,Colour-S001A 14.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 14.jpg,352.3130665400359,20.511321403881812,22.59355503046224,145.57835129622973,193.29984714093294,-112.75558680295944,-126.43462175130844,157.9816168027578,158.84988629712552,0.7569228107411012
S001,Algometer Pain,2,Colour frames,Colour-S001A 15.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 15.jpg,352.49567847965443,20.39838940573854,22.51926002928559,144.8356706279441,192.9964488270304,-113.16831851005554,-126.75811278820038,158.09346313142342,158.85005300075207,0.7565833851677531
S001,Algometer Pain,2,Colour frames,Colour-S001A 16.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 16.jpg,350.8903419070142,19.96777097901366,22.751790187360683,147.10335519742327,186.0953834773066,-113.39154803752899,-125.26439273357391,158.00306901548842,159.124094036543,0.7638797130659624
S001,Algometer Pain,2,Colour frames,Colour-S001A 17.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 17.jpg,353.1854489785461,19.248366393536124,25.094487759496186,141.14286671975415,192.68624749209536,-113.69517087936401,-126.31415963172913,157.87457701321978,158.17506848573075,0.7584784678588372
S001,Algometer Pain,2,Colour frames,Colour-S001A 18.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 18.jpg,350.3288714451283,17.447221032398986,25.563771133530963,140.68854548752347,189.36619478845896,-114.61590957641602,-124.62058138847351,159.24959059772272,158.92032067853626,0.7624239840804325
S001,Algometer Pain,2,Colour frames,Colour-S001A 19.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 19.jpg,348.3132475311711,19.534789776334783,25.096984380776995,145.31408799085133,199.41866576169997,-113.87436819076538,-123.78831624984741,158.6294582154471,159.47240424279502,0.7448353933818705
S001,Algometer Pain,2,Colour frames,Colour-S001A 20.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 20.jpg,347.5151384286218,21.962279650480728,24.864734566213926,123.98375959117011,200.60522926324742,-112.57784700393677,-121.87897503376007,159.43511605559587,158.0495930260327,0.7558948490983627
S001,Algometer Pain,2,Colour frames,Colour-S001A 21.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 21.jpg,347.35615750655313,22.04093326894002,25.13366888620907,123.24787972870993,199.26046170178898,-112.24855148792267,-121.91047775745392,159.38924680657232,158.13433247649814,0.7565318493387171
S001,Algometer Pain,2,Colour frames,Colour-S001A 22.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Algometer Pain\Colour frames\Colour-S001A 22.jpg,350.7171491018974,20.987915067686036,24.828444257010805,101.07532075089814,209.60260209290337,-112.01537507772446,-118.35867351293564,158.34709031578004,158.2266705932334,0.7851890344782757
S001,Laser Pain,3,Colour frames,Laser Pain S001 03_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 03_1.jpg,375.2072883712402,20.446713763075596,25.531110901584434,78.0612085197525,199.40550582386575,-127.33063387870789,-135.5734544992447,159.74884952955017,157.9435710770844,0.774681960867712
S001,Laser Pain,3,Colour frames,Laser Pain S001 04_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 04_1.jpg,375.64362274431016,20.2456461627988,25.897646282977853,77.14940478069515,196.3709559600111,-127.3005119562149,-135.84634172916412,159.64261236405645,157.84966346126816,0.7743536110144962
S001,Laser Pain,3,Colour frames,Laser Pain S001 05_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 05_1.jpg,375.3712975527813,22.706178357018608,26.13032335571954,78.33207960355855,198.87124568781908,-126.80577600002289,-135.4651894569397,159.20842077057085,158.07726118317686,0.7746457255079753
S001,Laser Pain,3,Colour frames,Laser Pain S001 06_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 06_1.jpg,377.9398854420154,27.054313099637742,29.561351347074265,81.46145817609815,195.3360007128224,-128.23521208763123,-136.53485012054443,159.11571427362296,158.00317567168798,0.7699119402531921
S001,Laser Pain,3,Colour frames,Laser Pain S001 07_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 07_1.jpg,378.2222166858898,27.478887447104768,30.327218139175447,85.296738761946,197.61464348673266,-128.20560157299042,-136.43134117126465,158.97651393962408,157.92490799854602,0.7679679821972455
S001,Laser Pain,3,Colour frames,Laser Pain S001 08_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 08_1.jpg,379.2457403266751,26.692536451623372,29.2300653104092,100.48577228973002,198.6434598654914,-129.45757913589478,-137.25409412384033,158.894559873161,157.28706493197987,0.7580585627790983
S001,Laser Pain,3,Colour frames,Laser Pain S001 09_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 09_1.jpg,378.36251474507003,20.789774693340394,26.211757633930965,114.95018997142948,194.02793140153778,-131.32166075706482,-136.9253100156784,158.72994018301128,157.0802721647719,0.7522865849780392
S001,Laser Pain,3,Colour frames,Laser Pain S001 10_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 10_1.jpg,378.1001119021189,20.762976994819063,26.2035575226578,115.11476451689012,194.4078969295593,-131.2266667485237,-136.61128002405167,158.7652648587891,157.04375465354948,0.7518918766215004
S001,Laser Pain,3,Colour frames,Laser Pain S001 11_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 11_1.jpg,380.0081765950361,12.060517592169889,18.680247882748855,122.79166749627895,192.8316561543982,-130.38169312477112,-135.3320699930191,157.85029145630102,156.38771209998433,0.7519879348740778
S001,Laser Pain,3,Colour frames,Laser Pain S001 12_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 12_1.jpg,379.4357686117601,16.02828919365262,16.64721704692729,126.13967967103817,192.7204529012579,-131.50310826301575,-134.4622163772583,158.05320633634466,156.71129803707714,0.7525767825368637
S001,Laser Pain,3,Colour frames,Laser Pain S001 13_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 13_1.jpg,380.45363734712123,8.635081943648455,12.178615216496164,120.73649529044604,188.58129050349518,-132.48723596334457,-131.81764966249466,157.96165483051038,157.3110438589562,0.7542761926063193
S001,Laser Pain,3,Colour frames,Laser Pain S001 14_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 14_1.jpg,379.0947138954697,11.795357487972806,20.0810810967783,117.85261038576776,186.49235868350044,-135.67895793914795,-133.28562033176422,158.87245888661914,156.69948744248924,0.7515661664284035
S001,Laser Pain,3,Colour frames,Laser Pain S001 15_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 15_1.jpg,381.1133634324349,18.510936597355084,22.890519092177687,113.30598773504167,187.51984966615228,-137.0811871290207,-132.20250964164734,157.73162204267183,156.82022744970197,0.7498261380086674
S001,Laser Pain,3,Colour frames,Laser Pain S001 16_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 16_1.jpg,381.1733137904331,18.21503051487266,23.446053709610275,113.59261275066613,187.5968207350471,-136.98468446731567,-132.10370564460754,157.64257171401465,156.89300506243,0.7498328747750708
S001,Laser Pain,3,Colour frames,Laser Pain S001 17_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 17_1.jpg,384.3499880032669,23.576827644778884,26.745935781081723,107.08322003919731,189.00732883235023,-137.33070302009583,-129.15354716777802,158.57043995414614,157.56509959038993,0.7530621417654031
S001,Laser Pain,3,Colour frames,Laser Pain S001 18_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 18_1.jpg,383.47418683577865,25.911732364376334,28.255005303532535,102.72928119003316,191.2059573962841,-135.45327365398407,-126.74808919429779,158.68863996442468,157.27867200946557,0.7507971121528593
S001,Laser Pain,3,Colour frames,Laser Pain S001 19_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 19_1.jpg,382.9262015561253,28.188505867656257,30.00670515896578,97.95426559053311,190.96724838484522,-135.6089973449707,-127.11937129497528,158.24467853383197,157.3832613711238,0.7513569513393606
S001,Laser Pain,3,Colour frames,Laser Pain S001 20_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 20_1.jpg,381.1774559551496,29.178159481149212,31.12323037417923,90.00012500987106,190.13391242478926,-134.29411661624908,-126.59037101268768,158.02286939593728,158.29925673894476,0.7591280679124494
S001,Laser Pain,3,Colour frames,Laser Pain S001 21_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 21_1.jpg,384.92155591871983,28.453940562297355,30.19505842229664,88.16063428129779,190.8935687534247,-134.4453654885292,-126.06016892194748,157.88886996412376,157.5379374327286,0.7604165043009051
S001,Laser Pain,3,Colour frames,Laser Pain S001 22_1.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Laser Pain\Colour frames\Laser Pain S001 22_1.jpg,384.44075454708263,28.481304489952038,30.305514938888756,88.91070158227267,191.2788089810614,-134.6637110710144,-126.36755061149597,157.92386688012738,157.55041997353155,0.7593128863564199
S001,Neutral,0,Colour frames,Neutral S001 02.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 02.jpg,376.7842413374723,37.526415179069154,40.19224644043949,3.2253534583833137,171.65225815623157,-123.7308851480484,-129.10030961036682,158.02421300147216,156.90912367147513,0.7975049355168566
S001,Neutral,0,Colour frames,Neutral S001 03.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 03.jpg,376.02083657378756,37.60918285345096,40.22206644819259,2.8714324495923083,171.6857872007891,-124.0489296913147,-128.96340572834015,158.03144175753718,156.6992792273006,0.7977299177012523
S001,Neutral,0,Colour frames,Neutral S001 04.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 04.jpg,376.0639790868861,35.37492006995999,41.374492633590506,2.741272378450905,173.20141118642476,-123.68178999423981,-129.63820838928223,157.76168352089252,157.0210588375536,0.7963267951161853
S001,Neutral,0,Colour frames,Neutral S001 05.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 05.jpg,373.47516613523743,28.32090218683442,26.42789331677176,3.460368446301933,172.8243958039251,-123.15048837661743,-128.0611799955368,156.88368869999002,157.09338418116315,0.801876859379903
S001,Neutral,0,Colour frames,Neutral S001 06.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 06.jpg,375.98571889128436,18.52109074849044,11.143981919024997,4.394364621696906,174.60667646171348,-122.74642503261566,-125.94983267784119,158.0489850685423,156.94742707641714,0.8088318942417324
S001,Neutral,0,Colour frames,Neutral S001 07.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 07.jpg,374.0978397593308,22.289983422101198,18.652227033346037,3.7250026809364667,174.65472215693956,-122.18070566654205,-126.27370727062225,157.47155516751602,156.56844216526304,0.8054425333522722
S001,Neutral,0,Colour frames,Neutral S001 08.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 08.jpg,375.35512418899765,28.133780036221452,25.870420044017422,3.340276360834428,175.42463893003827,-122.18249559402466,-127.99561750888824,157.52486948542605,156.603127590289,0.804197108274647
S001,Neutral,0,Colour frames,Neutral S001 09.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 09.jpg,375.4689251116653,27.941799787840278,26.071347801247857,3.425713026393024,175.58947797561987,-122.30579602718353,-128.097234249115,157.5590699227073,156.48727957299644,0.8038604819556573
S001,Neutral,0,Colour frames,Neutral S001 10.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 10.jpg,375.3165258240557,31.10325538698655,28.560308053735206,3.198383755560154,171.4830145623225,-122.42725539207458,-128.31253695487976,157.2234111703512,156.40228472083675,0.8043955027584148
S001,Neutral,0,Colour frames,Neutral S001 11.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 11.jpg,376.645141538905,31.496056845927054,32.02280691725737,3.3303850324370465,172.73002183460514,-123.32278168201447,-128.9416708946228,157.163732053809,156.92781725155973,0.8002011857056014
S001,Neutral,0,Colour frames,Neutral S001 12.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 12.jpg,375.7452593577363,32.450613232715796,33.24698535150801,3.142521555465868,172.59869220708185,-123.82825720310211,-129.50427067279816,157.65123007522817,157.02265039003294,0.795510957598255
S001,Neutral,0,Colour frames,Neutral S001 13.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 13.jpg,377.3245356725217,34.007601577481886,35.66368787715406,3.6471699543612885,172.89630547068623,-123.38936698436737,-129.20008528232574,157.7821546456883,157.15746076084153,0.7975021392762006
S001,Neutral,0,Colour frames,Neutral S001 14.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 14.jpg,376.6800144234975,33.74707342957238,37.17640155717842,2.70414993703288,170.56792921826502,-123.62788760662079,-129.58466398715973,157.6135546145825,156.79559493470745,0.8007257750781607
S001,Neutral,0,Colour frames,Neutral S001 15.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 15.jpg,377.46769266476167,34.23435259446705,37.68501908575015,2.8039639400445253,170.91719046896657,-123.0131242275238,-129.3875674009323,157.41750397973007,156.9107267633978,0.8007450712624283
S001,Neutral,0,Colour frames,Neutral S001 16.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 16.jpg,377.26252119764195,34.26306373402813,37.994383372780455,3.148946408613779,172.44869968804792,-123.14184558391571,-129.14914906024933,157.66662602723304,156.7906503347771,0.7988456833830077
S001,Neutral,0,Colour frames,Neutral S001 17.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 17.jpg,377.71701991720187,35.064974040037086,38.02395233272575,3.004143228889638,171.56281828611557,-123.43580281734467,-128.47286331653595,157.4695243073649,157.10260366000304,0.7978971622220067
S001,Neutral,0,Colour frames,Neutral S001 18.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 18.jpg,377.2553002878231,36.27573615399622,38.235462374364516,2.644596968281658,170.8583005935463,-123.89949631690979,-128.8135120868683,157.40723649184892,157.2460451952082,0.7984628050367767
S001,Neutral,0,Colour frames,Neutral S001 19.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 19.jpg,377.2094817606835,37.64312755476829,38.005867115198406,2.7020120819764863,170.48844306143314,-123.51210486888885,-128.64484977722168,157.548138220808,156.84960068662122,0.7999491242833489
S001,Neutral,0,Colour frames,Neutral S001 20.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 20.jpg,375.72229589956777,38.05135791552,37.978197588139935,3.032136708913261,170.44234664783113,-123.21497690677643,-128.38612854480743,157.55079495961598,157.33322951009131,0.7976662511222552
S001,Neutral,0,Colour frames,Neutral S001 21.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Neutral\Colour frames\Neutral S001 21.jpg,376.70267727747284,37.981455532029706,38.562363876001264,2.902444158404195,170.38373642905296,-123.09893846511841,-128.41579020023346,157.4257345203364,157.16844051009735,0.7983444593749617
S001,Posed Pain,1,Colour frames,S001F 03.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 03.jpg,390.2581366888636,25.31060521691933,28.655151403258955,60.03984621815261,209.83606429572276,-129.04246938228607,-123.33254957199097,158.53342649886918,158.23543877954563,0.7902501088817321
S001,Posed Pain,1,Colour frames,S001F 04.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 04.jpg,390.9408709878626,20.32005272305437,24.843125911155695,65.31932353814554,210.9905626068134,-127.68902850151062,-123.09433579444885,158.00588987303067,158.17432334921102,0.7968688143877971
S001,Posed Pain,1,Colour frames,S001F 05.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 05.jpg,392.26134283170177,13.262569596420663,16.93614508645873,69.72245069302957,211.78904813843687,-124.50050282478333,-120.97659587860107,158.14578579721172,156.78304720119664,0.8062313011025435
S001,Posed Pain,1,Colour frames,S001F 06.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 06.jpg,393.1002834251767,13.542554223489992,17.247597379195348,69.73238105204301,211.1365208713484,-124.27988147735596,-120.75224125385284,158.03053011042033,156.75328084228704,0.8072847837781866
S001,Posed Pain,1,Colour frames,S001F 07.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 07.jpg,392.1420935775206,6.395645915902826,10.992033171611537,75.39307907935536,213.74648693203093,-122.57602393627167,-120.42529821395874,157.50154282955418,157.51081892470847,0.8106142236473015
S001,Posed Pain,1,Colour frames,S001F 08.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 08.jpg,387.8281622104782,4.884698064980267,7.474875552209645,84.67418211331196,214.34306858360702,-121.88071382045746,-121.85473430156708,160.2590019623235,158.78379086197646,0.8089348905798592
S001,Posed Pain,1,Colour frames,S001F 09.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 09.jpg,386.48739853200516,8.722299409727919,9.224337151740341,87.81628733989821,214.85767833820154,-122.96157431602478,-120.66192662715912,159.46520198261834,158.477750701683,0.8076118946410998
S001,Posed Pain,1,Colour frames,S001F 10.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 10.jpg,387.80536333666277,6.396703137327448,11.283457686182341,95.45632832180621,214.5400955451129,-124.06532031297684,-121.52014571428299,159.29283258439446,158.16203957402053,0.802025438186596
S001,Posed Pain,1,Colour frames,S001F 11.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 11.jpg,386.45191353575717,7.0086791225062095,9.436941766788449,94.68915474549449,213.8621946552742,-126.25199800729752,-123.40105265378952,159.89736281557668,158.42515676748891,0.7971208778295136
S001,Posed Pain,1,Colour frames,S001F 12.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 12.jpg,386.77272560279033,7.932260834982698,9.23519521486019,94.74855676800001,214.32326526712785,-125.66756111383438,-123.41895192861557,159.892936479814,158.36241451742555,0.7974073476572373
S001,Posed Pain,1,Colour frames,S001F 13.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 13.jpg,387.10254349801215,8.025017169991377,10.670488014443062,88.51343073318478,223.15920478566753,-127.23801791667938,-122.29275512695312,159.3037304129024,158.5414605955623,0.8056003294643501
S001,Posed Pain,1,Colour frames,S001F 14.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 14.jpg,386.738831645695,10.595403993942492,9.093931993535092,77.11472813588726,223.34949814044097,-126.47688961029053,-123.01649951934814,159.23433387158116,158.6980430801377,0.8038389617084708
S001,Posed Pain,1,Colour frames,S001F 15.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 15.jpg,383.64134173092697,13.196956117304339,7.664795777764375,72.18851183161333,231.93128511450166,-125.86966949701309,-124.18775135278702,159.38670767666727,159.27706355748367,0.8122105442391104
S001,Posed Pain,1,Colour frames,S001F 16.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 16.jpg,386.02544299204055,12.731186707439504,6.4500237069607325,75.44477377580097,225.54986905542944,-120.10566830635071,-125.92748415470123,159.682872881782,158.38548594913328,0.819137304943246
S001,Posed Pain,1,Colour frames,S001F 17.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 17.jpg,385.3529967382065,11.759513350975695,7.417728004580832,73.62413517453673,227.18635914065206,-121.49337351322174,-128.40428352355957,159.1303688954155,158.78281086773595,0.8101405452325239
S001,Posed Pain,1,Colour frames,S001F 18.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 18.jpg,385.4755165681261,12.076092193218221,7.109981665970726,74.09299062624636,228.13147982249265,-121.35452628135681,-127.68585777282715,159.2449444001117,159.1436287840337,0.8096869049276133
S001,Posed Pain,1,Colour frames,S001F 19.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 19.jpg,385.4829523165197,12.961471989462368,6.196451803547883,76.62581931163987,223.7591922105701,-119.01378697156906,-128.739894926548,159.3875434541293,157.84976442544973,0.8051731249947245
S001,Posed Pain,1,Colour frames,S001F 20.jpg,C:\Users\MSI\Desktop\pain_dataset\Pictures\Modified\S001\Posed Pain\Colour frames\S001F 20.jpg,382.1853656179064,11.12031500479248,9.954763540039112,77.49067453119581,221.85412981122528,-119.19086194038391,-128.87017607688904,159.93739444247808,158.0693874472248,0.806314536858074
